puzzle_id,scheduled_date,order,hero,hero_cards,board_cards,street,question_text,answer_options,correct_answers,best_action,best_ev,difficulty,tags,structure,effective_stacks,pot_size_at_decision,flavor_text,in_completions,ev_by_action_json,action_frequencies_json,explanations_json
69c47479-30dd-46ad-ac8d-30de2339c153,2026-01-27,,SB,AhJh,Jc4c3s2d,turn,You are SB with AhJh. What's your play?,Check|Bet 19.8bb|All-in,All-in,All-in,67.1486,2,cash|6max|58bb|srp|turn,6max,58,60,,True,"{""Bet 19.8bb"": 65.87376, ""All-in"": 67.14864, ""Check"": 66.395896}","{""All-in"": 0.9998862147331238, ""Check"": 0.00011383242963347584, ""Bet 19.8bb"": 0}","{""Bet 19.8bb"": ""A small bet leaves an awkward river and gives BTN great pot odds with hands we don\u2019t want to give a cheap card: gutshots, pairs, and flush draws. It misses value and allows BTN to realize equity too easily."", ""Check"": ""Checking gives BTN a free card with tons of equity. BTN will realize equity with hands like QJ, KJ, JT, T9, 65, A4, A3, and every club combo. All of which we want to charge."", ""All-in"": ""We have top pair/top kicker on a pretty blank turn in a 3-bet pot, and the SPR is already extremely low. With ~60bb in the pot and ~58bb behind, the hand naturally wants to stack off. BTN calls the flop with many worse Jx, draws, and underpairs. Jamming now gets full value before bad rivers appear, and it denies equity from all draws that still have around 20\u201330% equity.""}"
7399df60-81eb-400e-a735-03e199d60e2a,2026-01-27,,SB,KdQd,Jc4c3s2d,turn,You are SB with KdQd. What's your play?,Check|Bet 19.8bb|All-in,Check,Check,2.4013,2,cash|6max|58bb|srp|turn,6max,58,60,,True,"{""All-in"": -1.1442240000000012, ""Bet 19.8bb"": -0.023796000000000816, ""Check"": 2.401336}","{""Bet 19.8bb"": 0, ""All-in"": 0, ""Check"": 1}","{""Check"": ""The turn is a pretty safe card for BTN and a bad card for us. It doesn\u2019t improve our hand, doesn\u2019t change the board texture, and BTN still has all the pairs and Jx hands that called the flop. KQ has almost no fold equity here, so betting just burns money. Checking keeps the pot small and allows us to realize our equity cheap."", ""All-in"": ""Shoving is massively overbluffing. BTN will call with every Jx, every pocket pair, and many better hands. We don\u2019t block any of BTN\u2019s calling range, and we risk our entire stack with a hand that has little equity when called. Big mistake."", ""Bet 19.8bb"": ""We have almost no good reasons to bet. This size won\u2019t fold out pairs, Jx, or decent draws, and we risk turning our hand into a bluff with very little upside.""}"
76e30e72-5e45-46d4-8ee4-a3089363f3e1,2026-01-27,,BTN,7c6c,AcQd9c,flop,You are BTN with 7c6c. What's your play?,Check|Bet 1.6bb|Bet 6.2bb,Check|Bet 6.2bb,Bet 6.2bb,3.6757,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Check"": 3.6682235, ""Bet 1.6bb"": 3.5891975000000005, ""Bet 3.8bb"": 3.651865, ""Bet 6.2bb"": 3.6756510000000002}","{""Bet 6.2bb"": 0.5197721719741821, ""Check"": 0.2086319625377655, ""Bet 3.8bb"": 0.1679820418357849, ""Bet 1.6bb"": 0.10361386835575104}","{""Check"": ""Checking is solid because your hand has a flush draw. Checking keeps the pot small and lets you see the turn without risking extra chips."", ""Bet 6.2bb"": ""The big bet works well because BTN has the range advantage on this Ace-high board. We have a good bluffing candidate with a flush draw. We can fold out a lot of BB\u2019s hands while still having equity when called."", ""Bet 1.6bb"": ""The small bet doesn\u2019t apply enough pressure on this board. We prefer checking or using a bigger size to create fold equity and also get called when we have premium hands.""}"
837119a7-bc85-4c97-943f-011c8897566e,2026-01-27,,BTN,AsAh,9c8c5s,flop,You are BTN with AsAh. What's your play?,Check|Bet 11.2bb|Bet 18.8bb,Check,Check,13.4653,2,cash|6max|93bb|srp|flop,6max,92,15,,True,"{""Bet 11.2bb"": 13.166736, ""Bet 5.0bb"": 13.429074, ""Bet 18.8bb"": 12.345222, ""Check"": 13.465279}","{""Check"": 0.8487443327903748, ""Bet 5.0bb"": 0.1504582315683365, ""Bet 11.2bb"": 0.0007789813680574298, ""Bet 18.8bb"": 1.8451004507369362e-05}","{""Bet 11.2bb"": ""This size overplays your hand. On a board this connected, a large bet isn\u2019t needed and makes your range too vulnerable to raises."", ""Bet 18.8bb"": ""A huge bet is never used here. The board is good for the caller, and blasting money in with a one-pair hand is too risky."", ""Check"": ""Checking is best because this board connects very well with HJ\u2019s calling range. Even though you have Aces, you don\u2019t want to build a big pot on a texture where the caller has more two-pairs, sets, and strong draws. Checking protects your range and keeps the pot manageable.""}"
c689a11e-09d4-4089-ad4a-c69626aaaa21,2026-01-27,,SB,KdQd,Jc4c3s2d2h,river,You are SB with KdQd. What's your play?,Check|Bet 19.8bb|All-in,Check,Check,1.0798,2,cash|6max|58bb|srp|river,6max,58,60,,True,"{""Check"": 1.079836, ""All-in"": -0.7104640000000018, ""Bet 19.8bb"": 0.06481600000000043}","{""Check"": 0.999914824962616, ""All-in"": 7.90581907494925e-05, ""Bet 19.8bb"": 6.116234544606414e-06}","{""Bet 19.8bb"": ""This bluff won\u2019t work. BTN has too many easy calls: Jx, pairs, and some ace-high hands. We don\u2019t block BTN\u2019s folding range, and we don't represent anything credible that checks the turn then suddenly bets small on the river.\n\nSolver confirms it has almost zero EV."", ""Check"": ""We have no value bet and this is not the greatest bluff. We only king-high, and BTN\u2019s range still contains many hands that beat us.Jx, 4x, pocket pairs, and even ace-high. "", ""All-in"": ""Overbluffing. We risk our entire stack with not a very credible hand.""}"
e179863e-e5d9-432a-8b73-13c2167bbe10,2026-01-27,,BTN,QdTd,Kc9d3h6d,turn,You are BTN with QdTd. What's your play?,Check|Bet 2.7bb|Bet 10.4bb,Bet 2.7bb|Bet 10.4bb,Bet 2.7bb,4.9967,2,cash|6max|93bb|srp|turn,6max,93,8.3,,True,"{""Check"": 4.6894855, ""Bet 10.4bb"": 4.993373999999999, ""Bet 2.7bb"": 4.996717, ""Bet 6.2bb"": 4.988135}","{""Bet 6.2bb"": 0.007489650044590235, ""Bet 2.7bb"": 0.6104007959365845, ""Bet 10.4bb"": 0.38210931420326233, ""Check"": 3.1796207622392103e-07}","{""Bet 2.7bb"": ""Correct. Small bet keeps BB's calling range wide. They'll continue with pairs, draws, and floats. You benefit either way: get called and have great equity to improve, or take it down now. Efficient sizing with a draw that wants action."", ""Check"": ""Too passive. The turn brought you a flush draw plus you still have a gutshot. You have a ton of equity and should continue building the pot. Checking gives up a lot of fold equity against hands like Ax or even bad pairs that might fold to pressure."", ""Bet 10.4bb"": ""Larger sizing works when you want to build a pot for a big river shove if you hit, and applies more pressure to marginal hands. We can bet between small and large here. Both work well with our hands.""}"
e4a757e1-2356-4336-852d-b25ba93d4433,2026-01-27,,BTN,AsQs,QcTc2s3s,turn,You are BTN with AsQs. What's your play?,Check|Bet 2.7bb|Bet 10.4bb,Bet 10.4bb,Bet 10.4bb,13.0434,2,cash|6max|93bb|srp|turn,6max,93,8.3,,True,"{""Bet 2.7bb"": 12.838455, ""Check"": 12.592625, ""Bet 10.4bb"": 13.043446, ""Bet 6.2bb"": 12.799678000000002}","{""Bet 10.4bb"": 0.9920773506164551, ""Check"": 0, ""Bet 2.7bb"": 0.0025812822859734297, ""Bet 6.2bb"": 0.005341357085853815}","{""Bet 10.4bb"": ""We should use a big bet here because the turn doesn\u2019t change anything, and our hand is very strong. We want to get value!"", ""Bet 2.7bb"": ""This sizing accomplishes nothing. It doesn\u2019t fold out hands with equity, and it leaves value on the table against Qx, Tx, and straight draws. We don't want to use this sizing on this turn."", ""Check"": ""Checking gives BB a free card when there are still many hands we can get value from. With top pair top kicker on a static board, checking loses a lot compared to betting big.""}"
ebbf7e00-3f27-493e-8078-d34385382743,2026-01-27,,UTG,JsJd,AcQd9cKd,turn,You are UTG with JsJd. What's your play?,Check|Bet 3.8bb|Bet 6.2bb,Bet 3.8bb,Bet 1.6bb,3.0753,2,cash|6max|95bb|srp|turn,6max,95,5,,True,"{""Bet 3.8bb"": 3.0746010000000004, ""Check"": 3.0262315, ""Bet 1.6bb"": 3.0753280000000003, ""Bet 6.2bb"": 3.025855}","{""Check"": 0, ""Bet 6.2bb"": 0.00263598863966763, ""Bet 3.8bb"": 0.7384313941001892, ""Bet 1.6bb"": 0.25893262028694153}","{""Check"": ""You give free cards to hands that can outdraw you while missing a decent chance to clear out equity and can also fold out better hands."", ""Bet 3.8bb"": ""The K is amazing for UTG\u2019s range. JJ becomes a strong bluff because you block some continues. This size pressures BB\u2019s Qx/9x and denies equity."", ""Bet 6.2bb"": ""JJ isn\u2019t strong enough for a big bet and we can bluff for a cheaper price.""}"
f58eec8c-05a9-47ed-95b3-3c6cb9ecd2b2,2026-01-27,,HJ,KhQh,JcTc6s,flop,You are HJ with KhQh. What's your play?,Fold|Call|Bet 23.6bb,Call,Call,5.4051,2,cash|6max|93bb|srp|flop,6max,92,19.95,,True,"{""Fold"": 0, ""Bet 36.1bb"": 4.108219999999996, ""Bet 23.6bb"": 5.231072000000001, ""Bet 17.4bb"": 5.385412000000002, ""Call"": 5.405088999999999}","{""Call"": 0.8235393166542053, ""Bet 23.6bb"": 0.00021668060799129307, ""Bet 36.1bb"": 0.0006971001857891679, ""Fold"": 0, ""Bet 17.4bb"": 0.17554683983325958}","{""Fold"": ""Never fold here. You have an open-ended straight draw. Any A or 9 gives you the nuts. You also have two overcards that might be good if you hit. This is an easy continue."", ""Bet 23.6bb"": ""Too aggressive. You have a great drawing hand. No need to turn it into a big bluff. If you raise and get jammed on, you're in a tough spot."", ""Call"": ""Correct. You have a strong draw with great implied odds. Call and see if you hit the turn. No need to raise and blow BTN off their bluffs or worse draws.""}"
fec6020e-4eec-4bbb-917f-f06de897111c,2026-01-27,,SB,AhAd,Jc8c3s,flop,You are SB with AhAd. What's your play?,Check|Bet 7.9bb|Bet 30.0bb,Check|Bet 7.9bb,Bet 7.9bb,32.3154,2,cash|6max|88bb|srp|flop,6max,88,24,,True,"{""Bet 7.9bb"": 32.315432, ""Check"": 32.23965, ""Bet 18.0bb"": 31.883024, ""Bet 30.0bb"": 31.868184}","{""Bet 7.9bb"": 0.6248589754104614, ""Bet 18.0bb"": 0.00892720464617014, ""Bet 30.0bb"": 1.0933275262914322e-07, ""Check"": 0.36621373891830444}","{""Check"": ""Fine here. Checking with AA disguises your hand and lets BTN bluff into you. You can check-raise or just call and trap on later streets."", ""Bet 7.9bb"": ""Small bet for value and protection. The board has flush and straight draws you want to charge. Both betting and checking work well with this hand."", ""Bet 30.0bb"": ""A bit too large. Small bet gets the job done. You want worse hands to call, not fold.""}"
0b297ada-33b4-4075-a1d0-3eedb3393fbe,2026-01-28,,SB,AhQh,8c4c3s,flop,You are SB with AhQh. What's your play?,Check|Bet 7.9bb|Bet 30.0bb,Check,Check,4.4673,2,cash|6max|88bb|srp|flop,6max,88,24,,True,"{""Bet 18.0bb"": 4.319051999999999, ""Bet 7.9bb"": 4.455088999999999, ""Bet 30.0bb"": 3.6336160000000035, ""Check"": 4.467328}","{""Bet 18.0bb"": 5.9017374098857545e-08, ""Bet 30.0bb"": 1.294236398052817e-07, ""Bet 7.9bb"": 0.414594441652298, ""Check"": 0.5854054093360901}","{""Check"": ""You missed the board and have no draws. There's no rush \u2014 your ace-queen can still improve on the turn, and checking keeps the pot small with a hand that's mostly just hoping to hit. You also will have the best hand here a lot with Ace high."", ""Bet 7.9bb"": ""Very close and totally fine. As the 3-bettor your range is still perceived as strong, so a bet pressures low pairs and hands that also missed. AQ is a good hand to bet with since it has two clean overcards to fall back on if called."", ""Bet 30.0bb"": ""Bad. Blasting the pot with ace-high on a low board just folds out everything you beat and only gets called by hands that have you in trouble \u2014 sets, two pairs, and strong flush draws. Way too much risk for a hand that can just check and see a turn.""}"
35f6a2ce-28e2-47e7-b6d9-289706eff947,2026-01-28,,SB,KhKd,Ah7d2c3d,turn,You are SB with KhKd. What's your play?,Check|Bet 29.9bb,Check,Check,14.313,2,cash|6max|68bb|srp|turn,6max,68,39.84,,True,"{""Bet 29.9bb"": 6.21274, ""Check"": 14.312964, ""Bet 13.1bb"": 13.536814000000001, ""All-in"": -2.1630559999999974}","{""All-in"": 0, ""Bet 29.9bb"": 0, ""Bet 13.1bb"": 0.0008402977837249637, ""Check"": 0.9991596937179565}","{""Bet 29.9bb"": ""A big mistake. You'd be firing a huge bet into a player who already called on an ace-high board. The only hands calling this size have you crushed. You're turning kings into an expensive bluff when you should be pot-controlling."", ""Check"": ""Best play. You bet the flop and got called on an ace-high board \u2014 the BTN very likely has an ace. Betting again just gets called by hands that beat you and folds out everything else. Check and control the pot with your second-best pair.""}"
3cc05146-b1fc-417a-b3c8-7b776996449b,2026-01-28,,BTN,Ts8s,AcAdKh,flop,You are BTN with Ts8s. What's your play?,Check|Bet 1.6bb|Bet 6.2bb,Bet 1.6bb,Check,1.3771,2,cash|6max|98bb|srp|flop,6max,97,5,,True,"{""Bet 1.6bb"": 1.374717, ""Bet 3.8bb"": 1.287547, ""Check"": 1.37707675, ""Bet 6.2bb"": 1.3046775000000004}","{""Bet 3.8bb"": 0.021442798897624016, ""Bet 6.2bb"": 0.015518305823206902, ""Check"": 0.23385851085186005, ""Bet 1.6bb"": 0.7291803956031799}","{""Bet 6.2bb"": ""The worst choice. You're turning your hand into a massive bluff on a board where a small bet already gets the job done. Going big risks a lot more chips with ten-high and doesn't fold out meaningfully more hands than a small bet would. You're just lighting money on fire when they do call."", ""Check"": ""our hand has zero showdown value, so checking just gives the big blind a free card to catch up. On a board that favors your range this much, putting in even a small bet is better than giving up the initiative."", ""Bet 1.6bb"": ""This is the best play. Even though you have complete air, this board crushes the big blind's range so hard that a small bet prints money. The BB knows you're more likely to have an ace or king here, so most of their weak and medium hands have to fold. ""}"
3d01840b-b3b6-41d8-8ed8-1053eda1904a,2026-01-28,,BTN,Ts8s,AcAdKh3h,turn,You are BTN with Ts8s. What's your play?,Check|Bet 6.2bb|Bet 10.4bb,Check,Check,0.3237,2,cash|6max|93bb|srp|turn,6max,93,8.3,,True,"{""Check"": 0.3236515, ""Bet 2.7bb"": 0.27186900000000014, ""Bet 10.4bb"": 0.18847399999999936, ""Bet 6.2bb"": 0.23157600000000045}","{""Bet 10.4bb"": 0.015577463433146477, ""Bet 6.2bb"": 0.028544623404741287, ""Check"": 0.8284298181533813, ""Bet 2.7bb"": 0.12744812667369843}","{""Bet 6.2bb"": ""A bad play. You're bluffing into someone who already showed strength by calling on a board that heavily favors your range. The hands that called the flop aren't folding to a turn bet. They've already decided they have enough to continue. "", ""Bet 10.4bb"": ""The worst option. You're risking a lot with ten-high against a range that isn't folding. Going bigger doesn't suddenly make kings or pocket pairs go away. Save your big bets for when you actually have a strong hand or a real draw."", ""Check"": "" This is the best play. Time to give up. The flop was one of the driest, most disconnected boards possible and the BB still called. That means they almost certainly have something real: a king, a pocket pair, maybe even an ace. Your ten-high has zero chance of winning at showdown and you have no draws to bail you out. On top of that, you have better hands in your range to bluff with here, so there's no reason to pick this one to keep firing.""}"
